科目	2015-12-31	科目	2015-12-31
货币资金	2,442,823,246.13	短期借款	1,701,006,000.00
交易性金融资产		交易性金融负债	
应收票据		应付票据	9,399,039.18
应收账款	173,901,856.63	应付账款	432,233,307.39
预付款项	2,243,800,723.73	预收款项	204,007,731.73
其他应收款	272,221,754.66	应付职工薪酬	43,710,669.33
应收关联公司款		应交税费	192,884,449.94
应收利息		应付利息	190,751,914.57
应收股利		应付股利	
存货	13,799,573,403.56	其他应付款	608,143,078.58
其中:消耗性生物资产		应付关联公司款	
一年内到期的非流动资产		一年内到期的非流动负债	1,163,550,723.58
其他流动资产	32,174,721.31	其他流动负债	776,808,767.69
流动资产合计	18,964,495,706.02	流动负债合计	5,322,495,681.99
可供出售金融资产	162,212,698.34	长期借款	7,904,203,399.76
持有至到期投资		应付债券	943,492,215.45
长期应收款		长期应付款	
长期股权投资	55,327,728.17	专项应付款	
投资性房地产	48,169,923.88	预计负债	
固定资产	386,996,154.98	递延所得税负债	
在建工程	24,936,530.94	其他非流动负债	
工程物资		非流动负债合计	8,847,695,615.21
固定资产清理		负债合计	14,170,191,297.20
生产性生物资产		实收资本(或股本)	4,610,307,849.00
油气资产		资本公积	258,022,903.76
无形资产	12,155,775.98	盈余公积	90,664,295.12
开发支出		减:库存股	
商誉	369,585,225.72	未分配利润	897,003,118.74
长期待摊费用	6,228,113.75	少数股东权益	35,023,376.80
递延所得税资产	7,480,196.20	外币报表折算价差	
其他非流动资产	17,000,000.00	非正常经营项目收益调整	
非流动资产合计	1,090,092,347.96	所有者权益(或股东权益)合计	5,884,396,756.78
资产总计	20,054,588,053.98	负债和所有者(或股东权益)合计	20,054,588,053.98
科目	2015年度	科目	2015年度
一、营业收入	1,290,121,821.26	二、营业利润	262,611,112.13
减:营业成本	797,492,304.63	加:补贴收入	
营业税金及附加	71,345,537.80	营业外收入	225,464,024.33
销售费用	246,518,505.87	减:营业外支出	5,625,492.12
管理费用	423,051,829.09	其中:非流动资产处置净损失	80,633.96
堪探费用		加:影响利润总额的其他科目	
财务费用	64,797,042.48	三、利润总额	482,449,644.34
资产减值损失	-108,291,315.10	减:所得税	189,949,644.79
加:公允价值变动净收益		加:影响净利润的其他科目	
投资收益	467,403,195.64	四、净利润	292,499,999.55
其中:对联营企业和合营企业的投资权益	-871,705.88	归属于母公司所有者的净利润	286,986,303.83
影响营业利润的其他科目		少数股东损益	5,513,695.72

