科目	2015-12-31	科目	2015-12-31
货币资金	1,469,345,323.78	短期借款	2,674,440,000.00
交易性金融资产		交易性金融负债	
应收票据	949,000.00	应付票据	19,298,000.00
应收账款	402,305,579.11	应付账款	1,485,844,358.91
预付款项	133,671,865.88	预收款项	2,634,385,094.44
其他应收款	826,737,186.93	应付职工薪酬	212,821,695.54
应收关联公司款		应交税费	365,657,847.67
应收利息		应付利息	13,068,888.89
应收股利		应付股利	11,343,009.52
存货	10,620,388,448.96	其他应付款	1,629,470,070.35
其中:消耗性生物资产		应付关联公司款	
一年内到期的非流动资产		一年内到期的非流动负债	1,978,166,934.00
其他流动资产	188,224,217.54	其他流动负债	
流动资产合计	13,641,621,622.20	流动负债合计	11,024,495,899.32
可供出售金融资产		长期借款	6,372,776,534.61
持有至到期投资		应付债券	
长期应收款		长期应付款	33,044,823.38
长期股权投资	146,480,026.82	专项应付款	
投资性房地产	8,565,591,197.89	预计负债	
固定资产	141,764,370.70	递延所得税负债	695,690,863.34
在建工程	283,979,497.53	其他非流动负债	
工程物资		非流动负债合计	7,161,178,571.72
固定资产清理		负债合计	18,185,674,471.04
生产性生物资产		实收资本(或股本)	666,961,416.00
油气资产		资本公积	563,458,959.35
无形资产	11,853,354.12	盈余公积	279,785,178.81
开发支出		减:库存股	
商誉		未分配利润	2,452,678,671.07
长期待摊费用	77,336,432.42	少数股东权益	737,650,465.81
递延所得税资产	12,392,114.84	外币报表折算价差	
其他非流动资产		非正常经营项目收益调整	
非流动资产合计	9,239,396,994.32	所有者权益(或股东权益)合计	4,695,344,145.48
资产总计	22,881,018,616.52	负债和所有者(或股东权益)合计	22,881,018,616.52
科目	2015年度	科目	2015年度
一、营业收入	5,518,758,979.90	二、营业利润	566,059,542.17
减:营业成本	4,183,853,544.23	加:补贴收入	
营业税金及附加	444,862,419.35	营业外收入	48,986,586.38
销售费用	203,613,360.04	减:营业外支出	9,390,196.77
管理费用	338,226,152.59	其中:非流动资产处置净损失	301,531.73
堪探费用		加:影响利润总额的其他科目	
财务费用	373,335,302.74	三、利润总额	605,655,931.78
资产减值损失	1,329,249.24	减:所得税	234,945,066.47
加:公允价值变动净收益	391,046,535.50	加:影响净利润的其他科目	
投资收益	201,474,054.96	四、净利润	370,710,865.31
其中:对联营企业和合营企业的投资权益	196,461,486.45	归属于母公司所有者的净利润	401,218,869.17
影响营业利润的其他科目		少数股东损益	-30,508,003.86

