科目	2015-12-31	科目	2015-12-31
货币资金	3,224,431,797.63	短期借款	1,187,313,600.00
交易性金融资产		交易性金融负债	
应收票据		应付票据	
应收账款	81,290,044.60	应付账款	2,625,630,775.73
预付款项	317,565,289.65	预收款项	5,944,461,811.73
其他应收款	69,292,866.53	应付职工薪酬	81,903,230.51
应收关联公司款		应交税费	449,396,885.24
应收利息		应付利息	50,173,401.35
应收股利	16,102,779.40	应付股利	
存货	16,351,468,413.45	其他应付款	1,444,338,585.07
其中:消耗性生物资产		应付关联公司款	
一年内到期的非流动资产		一年内到期的非流动负债	88,000,000.00
其他流动资产	352,166,614.90	其他流动负债	
流动资产合计	20,416,209,322.72	流动负债合计	11,871,218,289.63
可供出售金融资产	126,266,463.67	长期借款	5,835,907,361.52
持有至到期投资		应付债券	1,287,378,392.75
长期应收款	6,365,056.51	长期应付款	
长期股权投资	102,511,755.18	专项应付款	
投资性房地产	1,884,710,307.34	预计负债	
固定资产	1,457,834,962.17	递延所得税负债	9,524,189.83
在建工程	68,653,468.40	其他非流动负债	
工程物资		非流动负债合计	7,133,989,944.10
固定资产清理		负债合计	19,005,208,233.73
生产性生物资产		实收资本(或股本)	665,069,639.00
油气资产		资本公积	2,481,105,467.82
无形资产	8,064,987.62	盈余公积	496,029,285.32
开发支出		减:库存股	98,301,984.00
商誉		未分配利润	2,070,392,061.63
长期待摊费用	78,004,350.49	少数股东权益	1,075,920.00
递延所得税资产	472,772,783.29	外币报表折算价差	
其他非流动资产		非正常经营项目收益调整	
非流动资产合计	4,205,184,134.67	所有者权益(或股东权益)合计	5,616,185,223.66
资产总计	24,621,393,457.39	负债和所有者(或股东权益)合计	24,621,393,457.39
科目	2016年度	科目	2016年度
一、营业收入	8,115,755,330.09	二、营业利润	538,402,521.82
减:营业成本	5,744,864,450.70	加:补贴收入	
营业税金及附加	868,735,943.41	营业外收入	14,919,773.63
销售费用	292,726,380.21	减:营业外支出	27,342,541.60
管理费用	309,674,614.31	其中:非流动资产处置净损失	11,675.82
堪探费用		加:影响利润总额的其他科目	
财务费用	335,853,645.31	三、利润总额	525,979,753.85
资产减值损失	22,401,759.96	减:所得税	304,439,453.56
加:公允价值变动净收益		加:影响净利润的其他科目	
投资收益	-3,096,014.37	四、净利润	221,540,300.29
其中:对联营企业和合营企业的投资权益	3,458,995.51	归属于母公司所有者的净利润	260,532,556.30
影响营业利润的其他科目		少数股东损益	-38,992,256.01

