科目	2015-12-31	科目	2015-12-31
货币资金	6,633,782,392.95	短期借款	537,000,000.00
交易性金融资产		交易性金融负债	
应收票据	9,816,235.47	应付票据	382,250,208.80
应收账款	1,645,830,344.85	应付账款	8,203,152,572.49
预付款项	617,204,733.78	预收款项	6,043,209,288.83
其他应收款	2,295,861,253.00	应付职工薪酬	23,228,449.71
应收关联公司款		应交税费	1,476,044,996.49
应收利息		应付利息	406,044,098.19
应收股利		应付股利	481,681,800.18
存货	26,243,533,937.21	其他应付款	5,883,423,798.01
其中:消耗性生物资产		应付关联公司款	
一年内到期的非流动资产		一年内到期的非流动负债	446,880,000.00
其他流动资产	1,083,348,823.44	其他流动负债	3,997,381,361.52
流动资产合计	38,529,377,720.70	流动负债合计	27,880,296,574.22
可供出售金融资产	1,289,486,706.21	长期借款	4,499,880,000.00
持有至到期投资		应付债券	4,963,806,085.18
长期应收款		长期应付款	52,505,901.03
长期股权投资	2,083,394,354.69	专项应付款	
投资性房地产	21,337,800,000.00	预计负债	
固定资产	565,174,880.02	递延所得税负债	3,296,106,533.97
在建工程	56,109,343.00	其他非流动负债	
工程物资		非流动负债合计	12,812,298,520.18
固定资产清理		负债合计	40,692,595,094.40
生产性生物资产		实收资本(或股本)	1,913,861,358.00
油气资产		资本公积	3,761,060,134.80
无形资产	170,880,443.96	盈余公积	375,731,058.36
开发支出		减:库存股	
商誉		未分配利润	9,154,735,456.66
长期待摊费用	55,212,699.06	少数股东权益	5,193,544,649.64
递延所得税资产	1,258,987,172.15	外币报表折算价差	
其他非流动资产	1,353,333.33	非正常经营项目收益调整	
非流动资产合计	26,818,398,932.42	所有者权益(或股东权益)合计	24,655,181,558.72
资产总计	65,347,776,653.12	负债和所有者(或股东权益)合计	65,347,776,653.12
科目	2015年度	科目	2015年度
一、营业收入	15,032,804,825.89	二、营业利润	4,006,038,655.88
减:营业成本	9,573,314,930.62	加:补贴收入	
营业税金及附加	1,483,606,406.22	营业外收入	27,054,321.77
销售费用	549,698,690.00	减:营业外支出	44,454,783.41
管理费用	651,711,721.93	其中:非流动资产处置净损失	1,454,211.30
堪探费用		加:影响利润总额的其他科目	
财务费用	112,845,502.41	三、利润总额	3,988,638,194.24
资产减值损失	75,127,623.11	减:所得税	1,069,536,709.24
加:公允价值变动净收益	496,000,000.00	加:影响净利润的其他科目	
投资收益	923,538,704.28	四、净利润	2,919,101,485.00
其中:对联营企业和合营企业的投资权益	-5,496,969.56	归属于母公司所有者的净利润	2,045,633,988.21
影响营业利润的其他科目		少数股东损益	873,467,496.79

