科目	2015-12-31	科目	2015-12-31
货币资金	3,869,433,360.00	短期借款	1,114,316,511.11
交易性金融资产		交易性金融负债	
应收票据	90,392,107.08	应付票据	163,020,090.60
应收账款	578,188,846.98	应付账款	1,557,735,362.90
预付款项	284,159,799.32	预收款项	1,932,275,223.37
其他应收款	84,081,522.92	应付职工薪酬	10,719,883.15
应收关联公司款		应交税费	1,480,554,493.04
应收利息		应付利息	55,064,481.58
应收股利		应付股利	42,599,738.42
存货	10,231,883,893.02	其他应付款	413,542,994.86
其中:消耗性生物资产		应付关联公司款	
一年内到期的非流动资产	1,000.00	一年内到期的非流动负债	484,188,750.00
其他流动资产	142,861,336.29	其他流动负债	
流动资产合计	15,281,001,865.61	流动负债合计	7,254,017,529.03
可供出售金融资产	1,756,971,214.53	长期借款	958,588,750.00
持有至到期投资		应付债券	2,754,870,258.84
长期应收款	181,633,685.79	长期应付款	
长期股权投资	164,936,547.43	专项应付款	
投资性房地产		预计负债	
固定资产	979,639,991.58	递延所得税负债	1,747,851.66
在建工程	177,331,484.41	其他非流动负债	188,436,083.83
工程物资		非流动负债合计	3,905,442,944.32
固定资产清理		负债合计	11,159,460,473.35
生产性生物资产		实收资本(或股本)	1,487,794,725.00
油气资产		资本公积	1,688,733,875.96
无形资产	479,738,529.32	盈余公积	348,602,527.33
开发支出		减:库存股	
商誉	144,890,702.95	未分配利润	3,538,214,375.36
长期待摊费用	15,170,605.67	少数股东权益	1,667,808,513.13
递延所得税资产	8,323,372.28	外币报表折算价差	
其他非流动资产	699,452,557.49	非正常经营项目收益调整	
非流动资产合计	4,608,088,691.45	所有者权益(或股东权益)合计	8,729,630,083.71
资产总计	19,889,090,557.06	负债和所有者(或股东权益)合计	19,889,090,557.06
科目	2015年度	科目	2015年度
一、营业收入	7,402,205,140.44	二、营业利润	703,658,003.27
减:营业成本	5,249,127,619.73	加:补贴收入	
营业税金及附加	810,062,323.71	营业外收入	71,240,586.51
销售费用	126,828,710.27	减:营业外支出	2,952,789.66
管理费用	201,474,042.11	其中:非流动资产处置净损失	199,859.00
堪探费用		加:影响利润总额的其他科目	
财务费用	209,561,546.91	三、利润总额	771,945,800.12
资产减值损失	193,253,178.75	减:所得税	316,610,325.17
加:公允价值变动净收益		加:影响净利润的其他科目	
投资收益	91,760,284.31	四、净利润	455,335,474.95
其中:对联营企业和合营企业的投资权益	3,150,085.71	归属于母公司所有者的净利润	212,450,534.53
影响营业利润的其他科目		少数股东损益	242,884,940.42

