科目	2015-12-31	科目	2015-12-31
货币资金	1,778,702,659.81	短期借款	200,000,000.00
交易性金融资产		交易性金融负债	
应收票据		应付票据	
应收账款	14,898,715.88	应付账款	1,279,728,712.08
预付款项	181,121,094.45	预收款项	876,202,270.24
其他应收款	89,918,950.88	应付职工薪酬	21,956,326.93
应收关联公司款		应交税费	763,708,421.82
应收利息		应付利息	66,564,025.67
应收股利		应付股利	2,287,740.43
存货	8,406,020,914.07	其他应付款	87,760,574.13
其中:消耗性生物资产		应付关联公司款	
一年内到期的非流动资产		一年内到期的非流动负债	960,180,000.00
其他流动资产		其他流动负债	
流动资产合计	10,470,662,335.09	流动负债合计	4,258,388,071.30
可供出售金融资产	6,896,785.36	长期借款	2,446,921,516.06
持有至到期投资		应付债券	1,495,952,730.81
长期应收款		长期应付款	
长期股权投资		专项应付款	
投资性房地产	1,064,834,662.27	预计负债	1,716,730.22
固定资产	3,374,464.80	递延所得税负债	5,400,007.97
在建工程		其他非流动负债	
工程物资		非流动负债合计	3,949,990,985.06
固定资产清理		负债合计	8,208,379,056.36
生产性生物资产		实收资本(或股本)	1,349,995,046.00
油气资产		资本公积	484,321,623.07
无形资产		盈余公积	1,104,444,955.28
开发支出		减:库存股	
商誉		未分配利润	1,449,794,541.76
长期待摊费用	3,292,519.05	少数股东权益	102,044,939.63
递延所得税资产	242,111,047.20	外币报表折算价差	
其他非流动资产	912,332,395.49	非正常经营项目收益调整	
非流动资产合计	2,232,841,874.17	所有者权益(或股东权益)合计	4,495,125,152.90
资产总计	12,703,504,209.26	负债和所有者(或股东权益)合计	12,703,504,209.26
科目	2015年度	科目	2015年度
一、营业收入	3,654,309,497.23	二、营业利润	592,102,817.31
减:营业成本	2,388,342,883.37	加:补贴收入	
营业税金及附加	282,810,518.55	营业外收入	6,365,436.76
销售费用	88,124,763.84	减:营业外支出	5,349,145.57
管理费用	64,632,983.02	其中:非流动资产处置净损失	47,698.56
堪探费用		加:影响利润总额的其他科目	
财务费用	229,776,293.26	三、利润总额	593,119,108.50
资产减值损失	5,105,274.95	减:所得税	154,333,193.41
加:公允价值变动净收益		加:影响净利润的其他科目	
投资收益	-3,413,962.93	四、净利润	438,785,915.09
其中:对联营企业和合营企业的投资权益	-3,931,302.37	归属于母公司所有者的净利润	416,752,839.52
影响营业利润的其他科目		少数股东损益	22,033,075.57

